Drive name:	MOTOR
Drive model:	ACS880-01-034A-5 (811)
Firmware:	AINF6 v2.90
Group	GroupName	Index	Name	Value	ValueName	Min	Max	Unit	
23	Speed reference ramp	42	Follower speed corr torq source	1	MF ref 2	0	4294967295	NoUnit
24	Speed reference conditioning	1	Used speed reference	0		-30000	30000	rpm
24	Speed reference conditioning	2	Used speed feedback	0		-30000	30000	rpm
24	Speed reference conditioning	3	Speed error filtered	0		-30000	30000	rpm
24	Speed reference conditioning	4	Speed error inverted	0		-30000	30000	rpm
24	Speed reference conditioning	11	Speed correction	0		-10000	10000	rpm
24	Speed reference conditioning	12	Speed error filter time	0		0	10000	ms
24	Speed reference conditioning	13	RFE speed filter	0	Off			NoUnit
24	Speed reference conditioning	14	Frequency of zero	45		0.5	500	Hz
24	Speed reference conditioning	15	Damping of zero	0		-1	1	NoUnit
24	Speed reference conditioning	16	Frequency of pole	40		0.5	500	Hz
24	Speed reference conditioning	17	Damping of pole	0.25		-1	1	NoUnit
24	Speed reference conditioning	41	Speed error window control enable	0	Disable	0	4294967295	NoUnit
24	Speed reference conditioning	42	Speed window control mode	0	Normal speed control			NoUnit
24	Speed reference conditioning	43	Speed error window high	0		0	3000	rpm
24	Speed reference conditioning	44	Speed error window low	0		0	3000	rpm
24	Speed reference conditioning	46	Speed error step	0		-3000	3000	rpm
25	Speed control	1	Torque reference speed control	0		-1600	1600	%
25	Speed control	2	Speed proportional gain	5.84		0	250	NoUnit
25	Speed control	3	Speed integration time	0.33		0	1000	s
25	Speed control	4	Speed derivation time	0		0	10	s
25	Speed control	5	Derivation filter time	8		0	10000	ms
25	Speed control	6	Acc comp derivation time	0		0	1000	s
25	Speed control	7	Acc comp filter time	8		0	1000	ms
25	Speed control	8	Drooping rate	0		0	100	%
25	Speed control	9	Speed ctrl balancing enable	0	Not selected	0	4294967295	NoUnit
25	Speed control	10	Speed ctrl balancing ref	0		-300	300	%
25	Speed control	11	Speed control min torque	-300		-1600	0	%
25	Speed control	12	Speed control max torque	300		0	1600	%
25	Speed control	13	Min torq sp ctrl em stop	-400		-1600	0	%
25	Speed control	14	Max torq sp ctrl em stop	400		0	1600	%
25	Speed control	15	Proportional gain em stop	10		1	250	NoUnit
25	Speed control	18	Speed adapt min limit	0		0	30000	rpm
25	Speed control	19	Speed adapt max limit	0		0	30000	rpm
25	Speed control	21	Kp adapt coef at min speed	1		0	10	NoUnit
25	Speed control	22	Ti adapt coef at min speed	1		0	10	NoUnit
25	Speed control	25	Torque adapt max limit	0		0	1600	%
25	Speed control	26	Torque adapt filt time	0		0	100	s
25	Speed control	27	Kp adapt coef at min torque	1		0	10	NoUnit
25	Speed control	30	Flux adaptation enable	1	Enable			NoUnit
25	Speed control	33	Speed controller autotune	0	Off	0	4294967295	NoUnit
25	Speed control	34	Speed controller autotune mode	1	Normal			NoUnit
25	Speed control	37	Mechanical time constant	0.48		0	1000	s
25	Speed control	38	Autotune torque step	10		0	100	%
25	Speed control	39	Autotune speed step	10		0	100	%
25	Speed control	40	Autotune repeat times	10		1	10	NoUnit
25	Speed control	41	Torque reference Autotune2	0		-1600	1600	%
25	Speed control	42	Integral term enable	1	Selected	0	4294967295	NoUnit
25	Speed control	53	Torque prop reference	0		-30000	30000	%
25	Speed control	54	Torque integral reference	0		-30000	30000	%
25	Speed control	55	Torque deriv reference	0		-30000	30000	%
25	Speed control	56	Torque acc compensation	0		-30000	30000	%
25	Speed control	57	Torque reference unbalanced	0		-30000	30000	%
26	Torque reference chain	1	Torque reference to TC	0		-1600	1600	%
26	Torque reference chain	2	Torque reference used	0		-1600	1600	%
26	Torque reference chain	8	Minimum torque ref	-300		-1000	0	%
26	Torque reference chain	9	Maximum torque ref	300		0	1000	%
26	Torque reference chain	11	Torque ref1 source	5	FB A ref2	0	4294967295	NoUnit
26	Torque reference chain	12	Torque ref2 source	5	FB A ref2	0	4294967295	NoUnit
26	Torque reference chain	13	Torque ref1 function	0	Ref1			NoUnit
26	Torque reference chain	14	Torque ref1/2 selection	1	Torque reference 2	0	4294967295	NoUnit
26	Torque reference chain	15	Load share	1		-8	8	NoUnit
26	Torque reference chain	16	Torque additive 1 source	0	Zero	0	4294967295	NoUnit
26	Torque reference chain	17	Torque ref filter time	0		0	30	s
26	Torque reference chain	18	Torque ramp up time	0		0	60	s
26	Torque reference chain	19	Torque ramp down time	0		0	60	s
26	Torque reference chain	25	Torque additive 2 source	0	Zero	0	4294967295	NoUnit
26	Torque reference chain	26	Force torque ref add 2 zero	0	Not selected	0	4294967295	NoUnit
26	Torque reference chain	41	Torque step	0		-300	300	%
26	Torque reference chain	42	Torque step enable	0	Disable			NoUnit
26	Torque reference chain	43	Torque step pointer enable	1	Selected	0	4294967295	NoUnit
26	Torque reference chain	44	Torque step source	0	Zero	0	4294967295	NoUnit
26	Torque reference chain	51	Oscillation damping	0	Not selected	0	4294967295	NoUnit
26	Torque reference chain	52	Oscillation damping out enable	0	Not selected	0	4294967295	NoUnit
26	Torque reference chain	53	Oscillation compensation input	0	Speed error			NoUnit
26	Torque reference chain	55	Oscillation damping frequency	31		0.1	60	Hz
26	Torque reference chain	56	Oscillation damping phase	180		0	360	deg
26	Torque reference chain	57	Oscillation damping gain	1		0	100	%
26	Torque reference chain	58	Oscillation damping output	0		-1600	1600	%
26	Torque reference chain	70	Torque reference act 1	0		-1600	1600	%
26	Torque reference chain	71	Torque reference act 2	0		-1600	1600	%
26	Torque reference chain	72	Torque reference act 3	0		-1600	1600	%
26	Torque reference chain	73	Torque reference act 4	0		-1600	1600	%
26	Torque reference chain	74	Torque ref ramp out	0		-1600	1600	%
26	Torque reference chain	75	Torque reference act 5	0		-1600	1600	%
26	Torque reference chain	76	Torque reference act 6	0		-1600	1600	%
26	Torque reference chain	77	Torque ref add A actual	0		-1600	1600	%
26	Torque reference chain	78	Torque ref add B actual	0		-1600	1600	%
26	Torque reference chain	81	Rush control gain	10		0	10000	NoUnit
26	Torque reference chain	82	Rush control integration time	2		0	10	s
28	Frequency reference chain	1	Frequency ref ramp input	0		-598	598	Hz
28	Frequency reference chain	2	Frequency ref ramp output	0		-598	598	Hz
28	Frequency reference chain	11	Frequency ref1 source	0	Zero	0	4294967295	NoUnit
28	Frequency reference chain	12	Frequency ref2 source	0	Zero	0	4294967295	NoUnit
28	Frequency reference chain	13	Frequency ref1 function	0	Ref1			NoUnit
28	Frequency reference chain	14	Frequency ref1/2 selection	2	Follow Ext1/Ext2 selection	0	4294967295	NoUnit
28	Frequency reference chain	21	Constant frequency function	0		0	65535	NoUnit
28	Frequency reference chain	22	Constant frequency sel1	0	Not selected	0	4294967295	NoUnit
28	Frequency reference chain	23	Constant frequency sel2	0	Not selected	0	4294967295	NoUnit
28	Frequency reference chain	24	Constant frequency sel3	0	Not selected	0	4294967295	NoUnit
28	Frequency reference chain	26	Constant frequency 1	0		-598	598	Hz
28	Frequency reference chain	27	Constant frequency 2	0		-598	598	Hz
28	Frequency reference chain	28	Constant frequency 3	0		-598	598	Hz
28	Frequency reference chain	29	Constant frequency 4	0		-598	598	Hz
28	Frequency reference chain	30	Constant frequency 5	0		-598	598	Hz
28	Frequency reference chain	31	Constant frequency 6	0		-598	598	Hz
28	Frequency reference chain	32	Constant frequency 7	0		-598	598	Hz
28	Frequency reference chain	41	Frequency ref safe	0		-598	598	Hz
28	Frequency reference chain	51	Critical frequency function	0		0	65535	NoUnit
28	Frequency reference chain	52	Critical frequency 1 low	0		-598	598	Hz
28	Frequency reference chain	53	Critical frequency 1 high	0		-598	598	Hz
28	Frequency reference chain	54	Critical frequency 2 low	0		-598	598	Hz
28	Frequency reference chain	55	Critical frequency 2 high	0		-598	598	Hz
28	Frequency reference chain	56	Critical frequency 3 low	0		-598	598	Hz
28	Frequency reference chain	57	Critical frequency 3 high	0		-598	598	Hz
28	Frequency reference chain	71	Freq ramp set selection	0	Acc/Dec time 1	0	4294967295	NoUnit
28	Frequency reference chain	72	Freq acceleration time 1	20		0	1800	s
28	Frequency reference chain	73	Freq deceleration time 1	20		0	1800	s
28	Frequency reference chain	74	Freq acceleration time 2	60		0	1800	s
28	Frequency reference chain	75	Freq deceleration time 2	60		0	1800	s
28	Frequency reference chain	76	Freq ramp in zero source	1	Inactive	0	4294967295	NoUnit
28	Frequency reference chain	77	Freq ramp hold	1	Inactive	0	4294967295	NoUnit
28	Frequency reference chain	78	Freq ramp output balancing	0		-598	598	Hz
28	Frequency reference chain	79	Freq ramp out balancing enable	0	Not selected	0	4294967295	NoUnit
28	Frequency reference chain	90	Frequency ref act 1	0		-598	598	Hz
28	Frequency reference chain	91	Frequency ref act 2	0		-598	598	Hz
28	Frequency reference chain	92	Frequency ref act 3	0		-598	598	Hz
28	Frequency reference chain	96	Frequency ref act 7	0		-598	598	Hz
28	Frequency reference chain	97	Frequency ref unlimited	0		-598	598	Hz
30	Limits	1	Limit word 1	0		0	65535	NoUnit
30	Limits	2	Torque limit status	0		0	65535	NoUnit
30	Limits	11	Minimum speed	-1750		-30000	30000	rpm
30	Limits	12	Maximum speed	1750		-30000	30000	rpm
30	Limits	13	Minimum frequency	-60		-598	598	Hz
30	Limits	14	Maximum frequency	60		-598	598	Hz
30	Limits	15	Maximum start current enable	0	Disable			NoUnit
30	Limits	16	Maximum start current	54.4		0	30000	A
30	Limits	17	Maximum current	54.4		0	30000	A
30	Limits	18	Minimum torque sel	0	Minimum torque 1	0	4294967295	NoUnit
30	Limits	19	Minimum torque 1	-150		-1600	0	%
30	Limits	20	Maximum torque 1	150		0	1600	%
30	Limits	21	Minimum torque 2 source	6	Minimum torque 2	0	4294967295	NoUnit
30	Limits	22	Maximum torque 2 source	6	Maximum torque 2	0	4294967295	NoUnit
30	Limits	23	Minimum torque 2	-150		-1600	0	%
30	Limits	24	Maximum torque 2	150		0	1600	%
30	Limits	25	Maximum torque sel	0	Maximum torque 1	0	4294967295	NoUnit
30	Limits	26	Power motoring limit	120		0	600	%
30	Limits	27	Power generating limit	-120		-600	0	%
30	Limits	30	Overvoltage control	1	Enable			NoUnit
30	Limits	31	Undervoltage control	1	Enable			NoUnit
30	Limits	35	Thermal current limitation	1	Enable			NoUnit
31	Fault functions	1	External event 1 source	1	Inactive (true)	0	4294967295	NoUnit
31	Fault functions	2	External event 1 type	0	Fault			NoUnit
31	Fault functions	3	External event 2 source	1	Inactive (true)	0	4294967295	NoUnit
31	Fault functions	4	External event 2 type	0	Fault			NoUnit
31	Fault functions	5	External event 3 source	1	Inactive (true)	0	4294967295	NoUnit
31	Fault functions	6	External event 3 type	0	Fault			NoUnit
31	Fault functions	7	External event 4 source	1	Inactive (true)	0	4294967295	NoUnit
31	Fault functions	8	External event 4 type	0	Fault			NoUnit
31	Fault functions	9	External event 5 source	1	Inactive (true)	0	4294967295	NoUnit
31	Fault functions	10	External event 5 type	0	Fault			NoUnit
31	Fault functions	11	Fault reset selection	0	Not selected	0	4294967295	NoUnit
31	Fault functions	12	Autoreset selection	0		0	65535	NoUnit
31	Fault functions	13	User selectable fault	0		0	65535	NoUnit
31	Fault functions	14	Number of trials	0		0	5	NoUnit
31	Fault functions	15	Total trials time	30		1	600	s
31	Fault functions	16	Delay time	0		0	120	s
31	Fault functions	19	Motor phase loss	1	Fault			NoUnit
31	Fault functions	20	Earth fault	2	Fault			NoUnit
31	Fault functions	22	STO indication run/stop	0	Fault/Fault			NoUnit
31	Fault functions	23	Wiring or earth fault	1	Fault			NoUnit
31	Fault functions	24	Stall function	2	Fault			NoUnit
31	Fault functions	25	Stall current limit	200		0	1600	%
31	Fault functions	26	Stall speed limit	180		0	10000	rpm
31	Fault functions	27	Stall frequency limit	18		0	500	Hz
31	Fault functions	28	Stall time	20		0	3600	s
31	Fault functions	30	Overspeed trip margin	500		0	10000	rpm
31	Fault functions	32	Emergency ramp supervision	0		0	300	%
31	Fault functions	33	Emergency ramp supervision delay	0		0	32767	s
31	Fault functions	35	Main fan fault function	1	Warning			NoUnit
31	Fault functions	36	Aux fan fault function	0	Fault			NoUnit
31	Fault functions	37	Ramp stop supervision	0		0	300	%
31	Fault functions	38	Ramp stop supervision delay	0		0	32767	s
31	Fault functions	40	Disable warning messages	0		0	65535	NoUnit
31	Fault functions	42	Overcurrent fault limit	0		0	30000	A
31	Fault functions	54	Fault action	0	Coast			NoUnit
32	Supervision	1	Supervision status	0		0	65535	NoUnit
32	Supervision	5	Supervision 1 function	0	Disabled			NoUnit
32	Supervision	6	Supervision 1 action	0	No action			NoUnit
32	Supervision	7	Supervision 1 signal	0	Zero	0	4294967295	NoUnit
32	Supervision	8	Supervision 1 filter time	0		0	30	s
32	Supervision	9	Supervision 1 low	0		-21474830	21474830	NoUnit
32	Supervision	10	Supervision 1 high	0		-21474830	21474830	NoUnit
32	Supervision	15	Supervision 2 function	0	Disabled			NoUnit
32	Supervision	16	Supervision 2 action	0	No action			NoUnit
32	Supervision	17	Supervision 2 signal	0	Zero	0	4294967295	NoUnit
32	Supervision	18	Supervision 2 filter time	0		0	30	s
32	Supervision	19	Supervision 2 low	0		-21474830	21474830	NoUnit
32	Supervision	20	Supervision 2 high	0		-21474830	21474830	NoUnit
32	Supervision	25	Supervision 3 function	0	Disabled			NoUnit
32	Supervision	26	Supervision 3 action	0	No action			NoUnit
32	Supervision	27	Supervision 3 signal	0	Zero	0	4294967295	NoUnit
32	Supervision	28	Supervision 3 filter time	0		0	30	s
32	Supervision	29	Supervision 3 low	0		-21474830	21474830	NoUnit
32	Supervision	30	Supervision 3 high	0		-21474830	21474830	NoUnit
33	Generic timer & counter	1	Counter status	0		0	65535	NoUnit
33	Generic timer & counter	10	On-time 1 actual	0		0	4294967295	s
33	Generic timer & counter	11	On-time 1 warn limit	0		0	4294967295	s
33	Generic timer & counter	12	On-time 1 function	0		0	65535	NoUnit
33	Generic timer & counter	13	On-time 1 source	0	False	0	4294967295	NoUnit
33	Generic timer & counter	14	On-time 1 warn message	0	On-time 1 exceeded			NoUnit
33	Generic timer & counter	20	On-time 2 actual	0		0	4294967295	s
33	Generic timer & counter	21	On-time 2 warn limit	0		0	4294967295	s
33	Generic timer & counter	22	On-time 2 function	0		0	65535	NoUnit
33	Generic timer & counter	23	On-time 2 source	0	False	0	4294967295	NoUnit
33	Generic timer & counter	24	On-time 2 warn message	1	On-time 2 exceeded			NoUnit
33	Generic timer & counter	30	Edge counter 1 actual	0		0	4294967295	NoUnit
33	Generic timer & counter	31	Edge counter 1 warn limit	0		0	4294967295	NoUnit
33	Generic timer & counter	32	Edge counter 1 function	0		0	65535	NoUnit
33	Generic timer & counter	33	Edge counter 1 source	0	False	0	4294967295	NoUnit
33	Generic timer & counter	34	Edge counter 1 divider	1		1	4294967295	NoUnit
33	Generic timer & counter	35	Edge counter 1 warn message	2	Edge counter 1 exceeded			NoUnit
33	Generic timer & counter	40	Edge counter 2 actual	0		0	4294967295	NoUnit
33	Generic timer & counter	41	Edge counter 2 warn limit	0		0	4294967295	NoUnit
33	Generic timer & counter	42	Edge counter 2 function	0		0	65535	NoUnit
33	Generic timer & counter	43	Edge counter 2 source	0	False	0	4294967295	NoUnit
33	Generic timer & counter	44	Edge counter 2 divider	1		1	4294967295	NoUnit
33	Generic timer & counter	45	Edge counter 2 warn message	3	Edge counter 2 exceeded			NoUnit
33	Generic timer & counter	50	Value counter 1 actual	0		-2.147483E+09	2.147483E+09	NoUnit
33	Generic timer & counter	51	Value counter 1 warn limit	0		-2.147483E+09	2.147483E+09	NoUnit
33	Generic timer & counter	52	Value counter 1 function	0		0	65535	NoUnit
33	Generic timer & counter	53	Value counter 1 source	0	Not selected	0	4294967295	NoUnit
33	Generic timer & counter	54	Value counter 1 divider	1		0.001	2147483	NoUnit
33	Generic timer & counter	55	Value counter 1 warn message	4	Value counter 1 exceeded			NoUnit
33	Generic timer & counter	60	Value counter 2 actual	0		-2.147483E+09	2.147483E+09	NoUnit
33	Generic timer & counter	61	Value counter 2 warn limit	0		-2.147483E+09	2.147483E+09	NoUnit
33	Generic timer & counter	62	Value counter 2 function	0		0	65535	NoUnit
33	Generic timer & counter	63	Value counter 2 source	0	Not selected	0	4294967295	NoUnit
33	Generic timer & counter	64	Value counter 2 divider	1		0.001	2147483	NoUnit
33	Generic timer & counter	65	Value counter 2 warn message	5	Value counter 2 exceeded			NoUnit
35	Motor thermal protection	1	Motor estimated temperature	21.03919		-60	1000	°C
35	Motor thermal protection	2	Measured temperature 1	0		-60	1000	°C
35	Motor thermal protection	3	Measured temperature 2	0		-60	1000	°C
35	Motor thermal protection	4	FPTC status word	0		0	65535	NoUnit
35	Motor thermal protection	11	Temperature 1 source	0	Disabled			NoUnit
35	Motor thermal protection	12	Temperature 1 fault limit	130		-60	1000	°C
35	Motor thermal protection	13	Temperature 1 warning limit	110		-60	1000	°C
35	Motor thermal protection	14	Temperature 1 AI source	0	Not selected	0	4294967295	NoUnit
35	Motor thermal protection	21	Temperature 2 source	0	Disabled			NoUnit
35	Motor thermal protection	22	Temperature 2 fault limit	130		-60	1000	°C
35	Motor thermal protection	23	Temperature 2 warning limit	110		-60	1000	°C
35	Motor thermal protection	24	Temperature 2 AI source	0	Not selected	0	4294967295	NoUnit
35	Motor thermal protection	30	FPTC configuration word	42		0	65535	NoUnit
35	Motor thermal protection	50	Motor ambient temperature	20		-60	100	°C
35	Motor thermal protection	51	Motor load curve	100		50	150	%
35	Motor thermal protection	52	Zero speed load	70		25	150	%
35	Motor thermal protection	53	Break point	45		1	500	Hz
35	Motor thermal protection	54	Motor nominal temperature rise	80		0	300	°C
35	Motor thermal protection	55	Motor thermal time constant	256		100	10000	s
35	Motor thermal protection	60	Cable temperature	0		0	200	%
35	Motor thermal protection	61	Cable nominal current	10000		0	10000	A
35	Motor thermal protection	62	Cable thermal rise time	1		0	50000	s
35	Motor thermal protection	100	DOL starter control source	0	Off	0	4294967295	NoUnit
35	Motor thermal protection	101	DOL starter on delay	0		0	42949673	s
35	Motor thermal protection	102	DOL starter off delay	20		0	715828	min
35	Motor thermal protection	103	DOL starter feedback source	0	Not selected	0	4294967295	NoUnit
35	Motor thermal protection	104	DOL starter feedback delay	0		0	42949673	s
35	Motor thermal protection	105	DOL starter status word	8		0	65535	NoUnit
35	Motor thermal protection	106	DOL starter event type	2	Fault			NoUnit
36	Load analyzer	1	PVL signal source	8	Power inu out	0	4294967295	NoUnit
36	Load analyzer	2	PVL filter time	2		0	120	s
36	Load analyzer	6	AL2 signal source	20	Ambient temperature	0	4294967295	NoUnit
36	Load analyzer	7	AL2 signal scaling	100		0	32767	NoUnit
36	Load analyzer	8	Logger function	0		0	65535	NoUnit
36	Load analyzer	9	Reset loggers	0	Done			NoUnit
36	Load analyzer	10	PVL peak value	19.56		-32768	32767	NoUnit
36	Load analyzer	11	PVL peak date	15681		0	65535	NoUnit
36	Load analyzer	12	PVL peak time	55085		0	4294967295	NoUnit
36	Load analyzer	13	PVL current at peak	22.72		-32768	32767	A
36	Load analyzer	14	PVL DC voltage at peak	659.13		0	2000	V
36	Load analyzer	15	PVL speed at peak	1721.26		-32768	32767	rpm
36	Load analyzer	16	PVL reset date	14252		0	65535	NoUnit
36	Load analyzer	17	PVL reset time	56106		0	4294967295	NoUnit
36	Load analyzer	20	AL1 below 10%	91.5		0	100	%
36	Load analyzer	21	AL1 10 to 20%	4.79		0	100	%
36	Load analyzer	22	AL1 20 to 30%	2.2		0	100	%
36	Load analyzer	23	AL1 30 to 40%	1.05		0	100	%
36	Load analyzer	24	AL1 40 to 50%	0.45		0	100	%
36	Load analyzer	25	AL1 50 to 60%	0		0	100	%
36	Load analyzer	26	AL1 60 to 70%	0		0	100	%
36	Load analyzer	27	AL1 70 to 80%	0		0	100	%
36	Load analyzer	28	AL1 80 to 90%	0		0	100	%
36	Load analyzer	29	AL1 over 90%	0		0	100	%
36	Load analyzer	40	AL2 below 10%	0		0	100	%
36	Load analyzer	41	AL2 10 to 20%	0		0	100	%
36	Load analyzer	42	AL2 20 to 30%	0.54		0	100	%
36	Load analyzer	43	AL2 30 to 40%	99.2		0	100	%
36	Load analyzer	44	AL2 40 to 50%	0.26		0	100	%
36	Load analyzer	45	AL2 50 to 60%	0		0	100	%
36	Load analyzer	46	AL2 60 to 70%	0		0	100	%
36	Load analyzer	47	AL2 70 to 80%	0		0	100	%
36	Load analyzer	48	AL2 80 to 90%	0		0	100	%
36	Load analyzer	49	AL2 over 90%	0		0	100	%
36	Load analyzer	50	AL2 reset date	14252		0	65535	NoUnit
36	Load analyzer	51	AL2 reset time	56106		0	4294967295	NoUnit
37	User load curve	1	ULC output status word	0		0	65535	NoUnit
37	User load curve	2	ULC supervision signal	0	Not selected	0	4294967295	NoUnit
37	User load curve	3	ULC overload actions	0	Disabled			NoUnit
37	User load curve	4	ULC underload actions	0	Disabled			NoUnit
37	User load curve	11	ULC speed table point 1	150		0	30000	rpm
37	User load curve	12	ULC speed table point 2	750		0	30000	rpm
37	User load curve	13	ULC speed table point 3	1290		0	30000	rpm
37	User load curve	14	ULC speed table point 4	1500		0	30000	rpm
37	User load curve	15	ULC speed table point 5	1800		0	30000	rpm
37	User load curve	16	ULC frequency table point 1	5		0	598	Hz
37	User load curve	17	ULC frequency table point 2	25		0	598	Hz
37	User load curve	18	ULC frequency table point 3	43		0	598	Hz
37	User load curve	19	ULC frequency table point 4	50		0	598	Hz
37	User load curve	20	ULC frequency table point 5	60		0	598	Hz
37	User load curve	21	ULC underload point 1	10		0	1600	%
37	User load curve	22	ULC underload point 2	15		0	1600	%
37	User load curve	23	ULC underload point 3	25		0	1600	%
37	User load curve	24	ULC underload point 4	30		0	1600	%
37	User load curve	25	ULC underload point 5	30		0	1600	%
37	User load curve	31	ULC overload point 1	300		0	1600	%
37	User load curve	32	ULC overload point 2	300		0	1600	%
37	User load curve	33	ULC overload point 3	300		0	1600	%
37	User load curve	34	ULC overload point 4	300		0	1600	%
37	User load curve	35	ULC overload point 5	300		0	1600	%
37	User load curve	41	ULC overload timer	20		0	10000	s
37	User load curve	42	ULC underload timer	20		0	10000	s
40	Process PID set 1	1	Process PID output actual	0		-32768	32767	NoUnit
40	Process PID set 1	2	Process PID feedback actual	0		-32768	32767	%
40	Process PID set 1	3	Process PID setpoint actual	0		-32768	32767	%
40	Process PID set 1	4	Process PID deviation actual	0		-32768	32767	%
40	Process PID set 1	5	Process PID trim output act	0		-32768	32767	NoUnit
40	Process PID set 1	6	Process PID status word	0		0	65535	NoUnit
40	Process PID set 1	7	Set 1 PID operation mode	0	Off			NoUnit
40	Process PID set 1	8	Set 1 feedback 1 source	1	AI1 scaled	0	4294967295	NoUnit
40	Process PID set 1	9	Set 1 feedback 2 source	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	10	Set 1 feedback function	0	In1			NoUnit
40	Process PID set 1	11	Set 1 feedback filter time	0		0	30	s
40	Process PID set 1	12	Set 1 unit selection	4	%			NoUnit
40	Process PID set 1	14	Set 1 setpoint scaling	100		-32768	32767	NoUnit
40	Process PID set 1	15	Set 1 output scaling	1800		-32768	32767	NoUnit
40	Process PID set 1	16	Set 1 setpoint 1 source	2	Internal setpoint	0	4294967295	NoUnit
40	Process PID set 1	17	Set 1 setpoint 2 source	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	18	Set 1 setpoint function	0	In1 or In2			NoUnit
40	Process PID set 1	19	Set 1 internal setpoint sel1	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	20	Set 1 internal setpoint sel2	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	21	Set 1 internal setpoint 1	0		-32768	32767	%
40	Process PID set 1	22	Set 1 internal setpoint 2	0		-32768	32767	%
40	Process PID set 1	23	Set 1 internal setpoint 3	0		-32768	32767	%
40	Process PID set 1	24	Set 1 internal setpoint 4	0		-32768	32767	%
40	Process PID set 1	25	Set 1 setpoint selection	0	Setpoint source 1	0	4294967295	NoUnit
40	Process PID set 1	26	Set 1 setpoint min	0		-32768	32767	NoUnit
40	Process PID set 1	27	Set 1 setpoint max	32767		-32768	32767	NoUnit
40	Process PID set 1	28	Set 1 setpoint increase time	0		0	1800	s
40	Process PID set 1	29	Set 1 setpoint decrease time	0		0	1800	s
40	Process PID set 1	30	Set 1 setpoint freeze enable	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	31	Set 1 deviation inversion	0	Not inverted (Ref - Fbk)	0	4294967295	NoUnit
40	Process PID set 1	32	Set 1 gain	1		0.1	100	NoUnit
40	Process PID set 1	33	Set 1 integration time	60		0	32767	s
40	Process PID set 1	34	Set 1 derivation time	0		0	10	s
40	Process PID set 1	35	Set 1 derivation filter time	0		0	10	s
40	Process PID set 1	36	Set 1 output min	0		-32768	32767	NoUnit
40	Process PID set 1	37	Set 1 output max	1800		-32768	32767	NoUnit
40	Process PID set 1	38	Set 1 output freeze enable	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	39	Set 1 deadband range	0		0	32767	NoUnit
40	Process PID set 1	40	Set 1 deadband delay	0		0	3600	s
40	Process PID set 1	41	Set 1 sleep mode	0	Not selected			NoUnit
40	Process PID set 1	42	Set 1 sleep enable	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	43	Set 1 sleep level	0		0	32767	NoUnit
40	Process PID set 1	44	Set 1 sleep delay	60		0	3600	s
40	Process PID set 1	45	Set 1 sleep boost time	0		0	3600	s
40	Process PID set 1	46	Set 1 sleep boost step	0		0	32767	NoUnit
40	Process PID set 1	47	Set 1 wake-up deviation	0		-32768	32767	%
40	Process PID set 1	48	Set 1 wake-up delay	0.5		0	60	s
40	Process PID set 1	49	Set 1 tracking mode	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	50	Set 1 tracking ref selection	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	51	Set 1 trim mode	0	Off			NoUnit
40	Process PID set 1	52	Set 1 trim selection	1	Torque			NoUnit
40	Process PID set 1	53	Set 1 trimmed ref pointer	0	Not selected	0	4294967295	NoUnit
40	Process PID set 1	54	Set 1 trim mix	0		0	1	NoUnit
40	Process PID set 1	55	Set 1 trim adjust	1		-100	100	NoUnit
40	Process PID set 1	56	Set 1 trim source	1	PID ref			NoUnit
40	Process PID set 1	57	PID set1/set2 selection	0	PID set 1	0	4294967295	NoUnit
40	Process PID set 1	60	Set 1 PID activation source	1	On	0	4294967295	NoUnit
40	Process PID set 1	91	Feedback data storage	0		-327.68	327.67	NoUnit
40	Process PID set 1	92	Setpoint data storage	0		-327.68	327.67	NoUnit
41	Process PID set 2	7	Set 2 PID operation mode	0	Off			NoUnit
41	Process PID set 2	8	Set 2 feedback 1 source	1	AI1 scaled	0	4294967295	NoUnit
41	Process PID set 2	9	Set 2 feedback 2 source	0	Not selected	0	4294967295	NoUnit
41	Process PID set 2	10	Set 2 feedback function	0	In1			NoUnit
41	Process PID set 2	11	Set 2 feedback filter time	0		0	30	s
41	Process PID set 2	12	Set 2 unit selection	4	%			NoUnit
41	Process PID set 2	14	Set 2 setpoint scaling	100		-32768	32767	NoUnit
41	Process PID set 2	15	Set 2 output scaling	1800		-32768	32767	NoUnit
41	Process PID set 2	16	Set 2 setpoint 1 source	2	Internal setpoint	0	4294967295	NoUnit
41	Process PID set 2	17	Set 2 setpoint 2 source	0	Not selected	0	4294967295	NoUnit
41	Process PID set 2	18	Set 2 setpoint function	0	In1 or In2			NoUnit
41	Process PID set 2	19	Set 2 internal setpoint sel1	0	Not selected	0	4294967295	NoUnit
41	Process PID set 2	20	Set 2 internal setpoint sel2	0	Not selected	0	4294967295	NoUnit
41	Process PID set 2	21	Set 2 internal setpoint 1	0		-32768	32767	%
41	Process PID set 2	22	Set 2 internal setpoint 2	0		-32768	32767	%
41	Process PID set 2	23	Set 2 internal setpoint 3	0		-32768	32767	%
